"Age1" "Age2" "Age3" "Age4" "Age5" "Age6" "Age7" "Age8" "Sim"
12369522.028929 11654729.12521 6304149.988703 728866.410128 241460.108943 1022641.178148 168289.055322 653276.36807 6
21705079.147142 5502512.873197 6071037.178726 3610079.258222 443346.059452 150403.317976 652662.495289 536343.010427 6
19088918.20105 9655424.96724 2867984.838361 3483809.17936 2201836.167589 277239.67544 96365.882306 777097.785453 6
5680900.512127 8491660.583149 5034578.82973 1648124.714705 2128786.35151 1380608.844946 178112.495229 574447.705017 6
14123296.946311 2527139.649263 4428803.238627 2895588.156116 1008177.551509 1336896.465963 888361.452329 495203.440618 6
8872091.192351 6282677.137641 1316614.189603 2537575.115337 1762573.283587 628646.146703 854122.900119 900990.168281 6
31455892.858326 3946701.106978 3272788.411229 754037.284338 1543729.570731 1098101.276223 401286.756484 1143401.241893 6
44916666.760873 13992965.074846 2055598.390486 1873302.317185 458381.439554 960738.961444 700212.617296 1007095.214552 6
8195909.477929 19980854.414805 7285350.249002 1175035.681647 1136817.321678 284558.937693 611088.296009 1108981.900625 6
6446608.736013 3645905.159446 10408392.494195 4172266.797857 714803.875317 708209.946218 181633.907587 1121702.587179 6
26474863.365461 2867758.158192 1901006.966294 5980665.276331 2549107.201238 448108.459599 454895.480586 856783.268229 6
21189495.047946 11777194.235455 1493818.960794 1088567.355525 3637644.015532 1587687.507637 285965.358565 855252.524058 6
19954254.302627 9426012.581175 6133402.46341 854734.05604 661432.061704 2262342.409429 1011711.121567 743591.829369 6
13508991.73147 8876532.93591 4909645.860644 3511198.889661 519695.032833 411756.274311 1443001.144726 1141799.103051 6
11816516.898927 6009453.433083 4629503.913898 2823672.801931 2147781.45597 326359.641786 264936.29791 1696372.570859 6
19810207.23187 5256567.838732 3134938.278049 2664786.124989 1729109.60649 1350903.089857 210321.616177 1293639.550042 6
9758651.059911 8812548.95383 2741950.231642 1803960.945986 1631178.807621 1086955.559902 870095.285828 991385.047435 6
6071866.229956 4341084.799764 4591001.607777 1570758.625148 1097816.97244 1016751.658493 694190.175945 1213494.303111 6
4418841.978783 2701034.045216 2261101.364641 2628209.836451 955048.044561 683411.571573 648515.906401 1243050.717514 6
3983957.807742 1965691.4508 1406427.73229 1292997.679027 1595723.221739 593309.920642 435002.822027 1230217.479849 6
6175784.112012 1772232.170399 1023216.19416 803372.664146 783922.01751 989263.326997 376868.041351 1081475.172857 6
9471153.913664 2747233.251359 921801.968767 582885.462159 485345.469927 483496.798512 625152.548428 942281.904001 6
19084170.274581 4213094.183637 1426624.273934 522119.275071 349529.331884 296132.074983 302260.52195 1000762.3468 6
8291513.632164 8489419.672718 2192271.692793 813856.760913 316019.690368 216161.818637 187643.776245 844385.227815 6
4587910.976576 3688403.93917 4417358.937419 1250554.52468 492553.253207 195412.656802 136952.791101 668959.263348 6
8156349.598295 2040901.690774 1920686.953419 2526672.999232 759524.15983 306136.108032 124442.122558 525121.668246 6
11870994.165669 3628312.829502 1063369.372673 1100791.082776 1538544.930838 473837.371234 195684.140841 424760.877561 6
5231550.98871 5280750.912408 1890278.295858 609238.668829 670003.804892 959233.438222 302689.106968 405058.478657 6
3449234.39127 2327226.454942 2750812.545001 1082510.753651 370598.418317 417368.814652 612238.156141 461239.865232 6
22039014.570317 1534359.834475 1210887.04544 1568915.849343 655008.328355 229092.453656 264350.766542 693432.640577 6
17242823.49998 9803835.354568 798178.371812 690106.828183 948396.378067 404332.844106 144895.980562 619295.814396 6
3748675.988749 7670280.518396 5098426.109504 454406.02197 416578.198226 584249.020652 255211.6427 493460.481234 6
79420885.72387 1667554.82084 3988071.146256 2900465.185999 274042.125603 256280.074438 368272.807985 482192.792386 6
32204506.356316 35329552.019262 867348.956291 2271784.554058 1752211.473127 169011.490102 161944.834743 548709.620743 6
34680872.784798 14325976.160793 18400132.019851 496373.758576 1380713.973476 1090132.313037 107736.355437 463296.216995 6
23510895.439434 15427743.548382 7472460.375247 10586583.749993 303784.56018 867708.132272 701944.081234 376162.951942 6
12170481.277687 10458812.981818 8049253.766757 4303290.395885 6486885.839789 191246.893744 559700.527928 708777.839163 6
37585633.011427 5414053.345322 5459427.152594 4643440.082858 2642736.313659 4097082.847386 123761.691627 838068.658679 6
14823851.403919 16719671.85329 2818213.717884 3118490.061871 2815217.261817 1638338.971339 2602423.856472 625322.518346 6
15745835.275524 6594263.580026 8701479.110653 1608670.617091 1888950.389779 1742962.738333 1039281.756683 2084242.542939 6
19991690.818039 7004380.317372 3430546.610778 4960113.225603 972677.992153 1166472.942318 1102796.999685 2019474.692582 6
11773695.341405 8893091.864402 3643029.292749 1953862.922483 2995813.635066 599693.519036 736865.614703 2015108.465859 6
3880696.689288 5237385.461786 4623173.322252 2071415.218476 1177529.445184 1841216.00859 377635.366642 1771747.675275 6
24001528.154625 1726267.763276 2719907.188323 2619161.450335 1242466.635209 718747.017897 1151495.852628 1375336.006648 6
15051940.538259 10676706.445281 896480.001818 1540817.09918 1570895.075017 758301.081448 449455.140508 1613022.585293 6
54707981.16667 6695569.728367 5538738.592695 505960.063419 919655.461653 952017.486322 470861.062816 1309874.099428 6
5456468.105478 24335712.76109 3471639.085849 3120226.198881 301264.69827 555408.691625 589095.626797 1126590.695617 6
6527678.80379 2427247.598185 12654030.851589 1975528.461716 1882399.947082 185433.275639 350272.024962 1105552.507523 6
6371845.635837 2903792.473346 1263835.780003 7235498.43323 1199309.171643 1169220.212243 118011.801044 947450.16665 6
8490158.95191508 3775700.35626698 1890232.23910469 940762.236804581 476712.678570156 227884.598043634 111616.037562163 111533.325651533 7
5707759.798328 3775759.44182 1894270.157906 947882.265328 481415.156472 231149.690666 113215.253586 113131.356593 7
3163829.729146 2538335.865806 1891270.015968 944549.798101 481500.197667 230952.072763 113618.4284 113534.232639 7
11819860.948979 1406993.291765 1269662.362779 938384.728745 476717.013987 228839.770442 112463.152682 112876.514778 7
4899175.251097 5258001.199705 732951.382418 727206.428595 570924.974325 297044.990163 146098.729536 146809.390787 7
5405642.194907 2179376.266989 2739873.167648 420234.866199 443035.317846 356438.713002 190012.168311 191202.200445 7
3672128.200043 2404683.03769 1136107.78148 1573166.454884 256501.199468 277349.742533 228627.06504 249525.854614 7
2807789.616679 1633533.112597 1253388.304367 652008.790437 959617.604326 160428.684914 177735.322311 312743.062988 7
6186343.298903 1249037.252362 851635.856775 719890.630819 398133.472675 601098.278719 102963.348313 321589.905272 7
16976781.591526 2751968.760813 650905.62491 488412.690405 438730.970761 248687.267488 384701.339687 277851.802367 7
2046973.367837 7552054.577752 1434246.15181 373408.104107 297777.232418 274203.853733 159250.999761 432676.80417 7
6645823.934809 910589.940009 3937020.403514 823610.203387 227956.042081 186458.604771 175921.067244 388260.110332 7
7065656.111084 2956383.790586 474904.305933 2264144.873693 503756.160103 143135.317853 119958.626618 370960.060635 7
3340796.10777 3143110.038781 1539490.625929 271635.069906 1375100.874262 313090.037814 91148.398384 319674.645643 7
6476047.483101 1486135.094667 1637357.430372 881757.627772 165267.508878 856843.007134 199889.187871 268256.45387 7
9537833.98237 2880827.115023 773901.593473 936618.758853 535588.394529 102733.272681 545730.535816 304447.76945 7
3854470.27553 4242794.117651 1497844.049913 440260.098858 564840.412994 329484.112403 64754.178668 546217.055672 7
4248127.979714 1714617.560197 2206233.169908 852446.290038 265645.499957 347746.480597 207837.933343 394541.752174 7
4509580.778378 1889724.628975 891135.560525 1253326.143799 513138.519503 162987.068325 218608.368984 386916.451421 7
10200030.365687 2006054.304472 983866.964478 509385.477979 760560.718474 318537.783906 103665.164572 393457.910847 7
16872413.644927 4537409.265945 1044424.45942 562375.994646 309100.86639 472103.100564 202589.658216 323401.760174 7
6587281.576196 7505540.19838 2361043.473565 595834.122604 340395.78348 191167.646533 299160.589146 340445.823908 7
7222028.133098 2930330.522793 3912433.968658 1355406.547647 363597.033715 213022.386535 122576.953578 418618.851537 7
4470562.206221 3212709.856648 1528436.660315 2250876.545694 829444.036026 228472.122219 137148.633885 356352.456543 7
14183494.572128 1988726.15241 1675993.239467 879830.777854 1378449.358539 521754.380452 147253.486674 325161.466276 7
7404101.155297 6309396.398803 1034778.077469 955952.957459 532411.082727 852209.455391 330502.685473 305838.691543 7
6732878.684258 3293641.308499 3282290.053009 589817.8185 577965.929467 328737.068263 539139.677931 410747.526509 7
1609063.554265 2995062.05363 1714006.499012 1873126.45558 357157.602468 357671.193699 208441.29363 614281.36252 7
5397005.960062 715786.554123 1561223.360653 983914.570668 1142970.841301 223491.997536 229318.661535 539353.732338 7
10885310.478865 2400838.127081 373073.305109 895856.250045 600070.101351 714682.87986 143183.693387 503361.202983 7
3206763.566141 4842269.090458 1250595.352834 213629.108647 544881.508891 373739.355945 456072.177456 421983.673815 7
3398411.214833 1426508.505886 2521801.511293 715579.964964 129807.922134 338887.781675 238163.952879 570898.725331 7
9640476.570925 1511759.660683 742770.166084 1441992.169068 434432.419757 80632.305086 215683.610143 526337.340533 7
6325762.956725 4288501.395464 787216.003327 424831.052516 875729.348422 269983.532526 51342.555298 482967.987355 7
14578426.565047 2813969.457753 2232732.702844 449959.169285 257783.627142 543565.302676 171700.853324 347892.834656 7
1381662.238757 6485104.261734 1464971.617505 1275970.110936 272969.415105 159953.903291 345576.812834 337559.846218 7
5857809.46497 614622.942318 3376793.480097 837736.700387 774709.416152 169578.795253 101813.590841 443706.598019 7
5418034.043625 2605817.354552 320220.265077 1934973.513542 509996.750865 483147.541306 108359.212631 356618.684179 7
9040995.232897 2410179.337452 1357168.699037 183268.865381 1176099.462709 317327.076297 308015.697961 303152.73725 7
6402364.239985 4021831.41157 1255272.887909 776729.719824 111391.687528 731773.403516 202298.683069 397585.805735 7
6116838.280478 2848046.806935 2094078.917922 717714.342709 471502.30754 69181.181106 465655.959829 390055.507298 7
6979098.446767 2721033.445078 1482978.903231 1197491.6101 435764.046612 292916.247072 44035.300757 555626.498697 7
10065351.170127 3104610.15128 1417228.943588 848852.713051 727974.809491 271206.183763 186786.295756 391565.059524 7
3856876.152329 4477495.018829 1616215.492564 809806.869238 514863.475888 451583.713052 172375.231425 375653.452493 7
1732343.785786 1715704.415617 2331355.672861 924118.629253 491603.382911 319783.126144 287379.037253 356426.558147 7
14378776.510339 770622.135529 893512.559702 1333940.66547 561501.69275 305733.797077 203768.705751 418816.046282 7
2547987.381518 6396299.206775 401257.684113 510927.1847 809857.915235 348795.540937 194588.271512 404927.085354 7
13004066.120847 1133453.838405 3330223.979309 229377.194131 310070.295659 502783.039003 221868.714766 389708.737804 7
3790932.037783 5784773.972278 590253.564846 1905104.052329 139336.817849 192766.993769 320262.792223 397976.834912 7
9199300.274686 1686395.894468 3018435.674465 340036.228508 1167868.111737 87776.190561 124421.912102 473284.035127 7
2917150.057069 4092318.456791 880245.237162 1740979.312048 208777.61324 737386.905709 56784.748368 395517.744197 7
8052395.536176 1297696.629391 2135912.732037 507585.419069 1068597.23786 131760.46326 476815.057743 299362.084928 7
5715109.888648 3582066.62403 676067.269098 1223690.70708 308931.201431 666192.252424 84163.541048 505470.076627 7
5180380.535372 2542326.976783 1865147.669093 386580.606006 742905.047359 191896.105699 423991.667362 384054.583227 7
3027535.173913 2304457.0479 1323821.112098 1066665.270701 234739.431127 461593.756777 122164.812975 524840.423643 7
7021826.567797 1346777.619525 1199860.711443 756864.542374 647455.617504 145772.225769 293698.696704 421154.271443 7
20778414.609087 3123607.466237 701151.372462 685734.556015 459184.212744 401781.520714 92684.710089 464153.414453 7
14065924.566078 9243098.025095 1625580.028136 400181.991964 415308.142838 284232.413419 254817.921343 361358.914111 7
2668772.833073 6257130.694994 4812976.431854 929645.149881 242994.033966 258039.143079 180943.131955 400567.683535 7
11354192.038234 1187198.866621 3263192.644026 2767544.117887 568516.80498 152540.849552 165969.962868 382264.099925 7
14297695.969759 5050900.99736 619289.853493 1877964.936867 1694316.230415 357454.321224 98269.050906 360984.053735 7
6259852.303829 6360290.683435 2633332.096433 355723.813033 1146865.029735 1061484.406066 229452.637854 301527.989285 7
2631619.358589 2784676.367055 3315719.00858 1512158.547722 217156.117372 718110.555041 680998.215922 347814.547108 7
10102294.390107 1170669.736049 1452003.576453 1905439.647567 924018.33683 136165.081914 461358.312226 673614.48137 7
12677875.381068 4493964.944302 610100.232651 832886.982583 1161550.600377 577386.407729 87177.63313 742081.509058 7
3692686.482704 5639682.810948 2340978.447172 349394.623553 506656.144446 723597.409406 368535.035798 541860.349051 7
7013814.658305 1642667.785403 2936974.085186 1339307.552883 212266.217064 315033.584287 460992.542409 592324.510464 7
12531416.856887 3120062.603385 855912.980204 1683493.178036 815686.71668 132460.787649 201426.526377 687600.523729 7
19924068.203701 5574537.920525 1625544.139644 490437.793785 1024825.986149 508667.21926 84635.204871 580948.343168 7
4968490.073243 8863112.555048 2903906.735822 930968.933117 298358.917656 638483.04079 324703.03173 434873.341976 7
4250013.254083 2210202.498673 4616123.865767 1661985.498364 565861.723609 185646.85161 407053.307044 494454.610377 7
12979544.006817 1890604.146947 1152097.058655 2649808.928413 1014110.0797 354076.934766 119022.279387 590036.306061 7
18126011.960668 5773888.69228 985084.707574 660352.656236 1613711.464341 632769.507441 226366.124828 463832.064199 7
4020997.900431 8063276.923747 3008762.297167 564839.081472 402347.358124 1007618.95154 404826.880093 451232.497733 7
14706100.349479 1788724.553964 4202165.964826 1725790.148525 344305.431787 251392.679842 645061.551289 559373.746452 7
24788352.742497 6541950.010731 932213.004244 2410509.589566 1052091.255016 215160.444803 160962.43847 786734.623622 7
4820375.098783 11027017.072202 3410139.004898 535155.544707 1470966.840589 658405.000489 137960.734921 621756.708562 7
6727411.609939 2144330.60414 5749038.538083 1958810.65189 326818.53869 921562.241679 422637.731203 498934.921237 7
9920847.42569 2992678.836493 1118388.989133 3306701.105159 1198321.507037 205268.155011 593052.202884 605398.650388 7
5100490.519333 4413219.120429 1558210.190429 639432.723726 2007214.877067 744195.162809 130613.607177 778221.488285 7
10022188.021598 2268916.027255 2297673.87421 890658.669664 388009.030811 1245911.336196 473296.691793 591536.110291 7
21016797.645829 4458280.462343 1180668.193679 1310943.902153 539175.794113 240018.882859 789667.145805 689019.703466 7
9264269.971483 9349138.647813 2320099.229836 673796.333182 793852.776362 333681.54291 152195.062838 956554.356791 7
10931813.618872 4121127.061283 4864922.8975 1323684.042918 407872.4426 491031.86918 211473.158933 719165.153849 7
29263855.707553 4862944.772829 2146032.266516 2782722.180653 803957.532751 253512.83504 312707.735087 606130.815012 7
11676184.875719 13017823.133182 2532088.181464 1227117.467462 1689394.814057 499386.736853 161345.628455 597524.620713 7
6632334.283362 5194078.710771 6779837.594452 1449062.514182 745785.693258 1051020.743598 318324.811542 494776.227025 7
7773615.133496 2950358.545382 2705839.862896 3883520.308802 881725.040861 464777.516649 671113.08545 530283.957007 7
4292007.057286 3457936.629302 1530049.24916 1525360.93464 2314419.385916 533184.968282 287967.309874 759235.374153 7
10973223.661576 1909216.887894 1793753.938373 863342.39264 910162.904895 1402022.377966 330936.09672 664486.002317 7
9014026.94317 4881177.457034 988987.902448 1007128.177989 511826.774087 546216.122019 862092.138677 625450.603976 7
5839848.217199 4009752.298975 2535104.655468 560435.00704 604294.1181 312563.990867 341769.901623 949198.143713 7
12191353.425076 2597765.551539 2082322.63065 1436104.130601 336125.216042 368801.062705 195450.189594 825348.70648 7
12013459.177378 5423131.651545 1348986.257296 1179389.174234 861105.614783 205065.315615 230534.876038 652779.758028 7
7834262.79988 5344025.968621 2818159.015122 765956.517105 709485.285294 527836.443663 128791.890395 567217.643958 7
4910310.425736 3484980.345683 2778546.613897 1603201.489888 461918.928936 436460.431184 332701.081618 448822.466138 7
9445478.561133 2184301.336076 1812763.316755 1583133.146204 968793.71648 285000.006527 275916.291195 504468.230915 7
16540868.492397 4201754.220606 1137293.960583 1036388.954732 960925.980278 601598.151804 181331.563373 507282.672946 7
9621474.365212 7358043.619778 2185910.175909 648317.362903 626680.3857 593437.54286 380666.738925 445496.420833 7
17236595.128106 4280033.94362 3829778.055615 1248210.273588 392893.689658 388265.134942 376713.050348 535349.617684 7
10474560.720649 7667542.627781 2227102.207384 2184796.580597 755493.814473 242978.916421 246022.760525 590167.671568 7
9415661.126438 4659527.258297 3991434.983696 1272369.603272 1324896.106185 468515.487775 154388.513574 543091.370595 7
10488197.250153 4188499.954753 2426837.659912 2284550.489177 773434.858452 824482.776218 298728.784423 454843.450675 7
21379545.323645 4665552.755559 2177789.6545 1380678.695522 1377845.523613 475861.402689 519746.63007 485173.684172 7
14415221.559454 9510488.236943 2427423.157966 1241865.967582 835224.565529 851445.932364 301293.929656 649200.783951 7
14516233.746621 6412480.171002 4948744.587879 1384778.749104 751648.212364 516525.868263 539509.688471 615507.325447 7
17891720.556014 6457431.460602 3337902.099174 2826693.891504 839527.298729 465949.656146 328072.47802 748824.153978 7
10299276.088585 7959016.156462 3362807.476026 1909611.676482 1717230.346092 521983.513113 296834.45824 701187.279594 7
8615490.341009 4581566.962079 4144856.851984 1923984.479822 1160196.123156 1067833.457528 332571.562994 649947.662659 7
8037225.441452 3832531.32261 2384748.53117 2367151.834936 1166187.978867 719000.276154 678038.769882 637467.243728 7
10886056.737966 3575292.839846 1994715.482771 1361574.748472 1434299.689548 722344.164001 456307.935054 851854.805168 7
5973063.192084 4842561.543202 1860297.006906 1137731.240215 823914.641812 886716.92014 457554.273032 846622.395022 7
18968934.462974 2657083.033162 2522422.585677 1065145.285239 691913.415267 513067.109785 565757.481662 850166.842684 7
12326468.472769 8438175.318389 1382991.127088 1440402.795764 645520.648846 428700.679389 325709.144368 918009.12542 7
8355991.347718 5483339.549926 4393194.231678 790498.403742 874029.662446 400678.935345 272642.716231 808717.049135 7
7504263.075407 3717072.62282 2851757.169892 2501617.595164 477316.784312 538661.773338 253011.261359 698204.50779 7
4070707.317899 3338196.61083 1933646.4837 1625312.530622 1512259.516729 294659.797346 340709.067703 615130.165368 7
25909251.530209 1810818.139642 1737150.937289 1103392.549594 984080.215819 935702.774327 186803.854269 619088.170517 7
24085319.33338 11525443.242649 941676.958933 988862.026584 665963.461513 606110.568231 590490.110977 520106.216355 7
11108347.903676 10714085.95138 5993460.905329 536012.746617 596792.758321 410132.931068 382454.215505 714941.274803 7
7526033.483665 4941440.032725 5573881.780437 3416614.581355 324117.784325 368565.796412 259519.193256 709477.478131 7
5474854.312365 3347882.799198 2570763.333397 3177584.117668 2066098.678916 200186.114048 233238.088329 626932.425876 7
6782344.187752 2435435.947149 1741746.590512 1465625.959626 1921677.214778 1276213.057072 126694.986268 556560.447715 7
5448822.462028 3017058.695214 1266959.217567 992759.982507 886082.288738 1186480.398908 807340.36502 442201.064976 7
17638976.941873 2423805.678112 1565202.939647 715130.603871 592624.554115 537106.816111 736886.383917 790996.143877 7
15689277.183801 7846302.801618 1256063.575757 880079.410726 424760.975755 356625.532803 331166.815296 961471.518023 7
3206516.27561 6978936.577968 4059275.596264 702072.979859 518706.270679 252760.033346 217435.065527 805840.352588 7
6974953.255498 1426371.642489 3625234.685841 2301706.053539 421593.146902 317132.901965 158336.690523 655652.837674 7
2085376.439937 3102715.062517 741247.091652 2058664.486066 1384856.990445 258485.521099 199222.018595 523101.734037 7
9877278.127781 927652.66273 1612570.0634 421091.397624 1239236.073196 849682.92579 162495.575755 464219.29091 7
15305168.236407 4393724.812753 481316.525219 910642.586422 251524.771633 751848.836212 528185.813197 398330.746029 7
23681761.730381 6808134.23791 2275721.175179 270133.037535 539585.31911 150832.889955 461954.47292 580594.972456 7
14989784.200521 10534259.536382 3526264.58668 1277226.897956 160063.597505 323578.256847 92676.284522 653984.357438 7
4350164.090633 6668059.462736 5480375.779866 2010232.416173 772347.609318 98857.291119 204761.743651 483627.533641 7
12361742.870086 1935144.010858 3472900.082621 3136611.152056 1221881.033933 480587.282177 63026.258873 448597.535093 7
9363609.398494 5499062.045879 1008273.456325 1990449.397239 1910009.570185 762318.607103 307208.49903 334759.743808 7
16600626.882029 4165319.49568 2861699.624901 575394.720034 1205285.030762 1181986.070004 483355.529623 415448.523459 7
8844510.457187 7384632.805267 2167205.577671 1631984.654876 348112.620429 744918.919017 748488.196135 580634.364994 7
10996289.881968 3934388.7674 3841066.4426 1234629.844882 986000.501439 214723.627015 470784.793249 856750.35324 7
5474175.083318 4891648.896636 2050063.551471 2201907.327013 752015.293208 615391.44979 137311.690026 867326.877724 7
8183916.30615 2435159.169536 2548513.928565 1174649.995765 1340357.570637 468934.518593 393179.027197 656935.851157 7
11797269.100163 3640578.845638 1268936.314959 1461212.729023 715651.385421 836843.914525 299977.961244 686204.460132 7
5896930.711689 5247926.700847 1895289.503676 725148.468713 886405.904471 444027.220505 531992.974022 640774.198443 7
12994407.449033 2623187.250858 2729498.723649 1079478.669432 437985.98537 546521.826102 280503.200712 756312.309129 7
8923181.047381 5780420.663201 1364215.71416 1554086.519125 651713.918474 269872.863253 345032.3922 669203.64148 7
19935103.441464 3969432.402271 3011591.698425 781702.610843 946061.62323 406420.191604 172437.15652 662171.538032 7
6398255.056741 8868044.126335 2068488.773762 1726895.001092 476311.543346 590779.087929 260036.505042 546224.068149 7
1877774.491605 2846230.54363 4619979.147379 1185018.68696 1050987.552907 296924.620089 377340.632144 526266.57283 7
11802034.505285 835316.30466 1482332.014321 2643801.470784 720157.950132 653794.052497 189253.080934 588117.697826 7
9476580.075565 5250053.213516 434941.830635 847613.687049 1605068.265966 447338.756576 416105.147432 505929.375101 7
8490158.95191508 3775700.35626698 1890232.23910469 940762.236804581 476712.678570156 227884.598043634 111616.037562163 111533.325651533 8
4476915.913651 3775682.65499 1889024.194355 938639.575303 475312.824459 226915.41629 111141.340159 111058.980017 8
2433701.658697 1990966.190506 1892152.03064 943554.819341 477873.578561 228765.462329 111899.535497 111816.613503 8
3825684.451471 1082278.68418 993635.372284 931397.107313 471317.238443 223738.838087 109741.823661 109515.709985 8
2750761.248778 1701835.110628 563799.887663 569123.060635 566690.055738 293692.706471 142848.133905 142851.211741 8
5621506.267345 1223661.35531 886554.045492 322931.704256 346278.422394 353132.59469 187516.173065 186145.636103 8
3236566.854685 2500695.554001 637409.294497 507671.558189 196421.589198 215681.907173 225361.355547 243339.116342 8
3861347.435839 1439770.206667 1302815.947572 365196.005115 309001.661555 122464.858358 137781.000823 305588.140135 8
5676710.337586 1717702.985518 750232.526229 746921.555711 222471.368945 192894.344826 78329.169369 289828.253311 8
7170455.023984 2525254.151204 894823.718313 429721.9369 454466.596589 138636.485722 123161.867397 240434.965277 8
9911108.921596 3189721.297269 1314545.965356 511214.22532 260584.346917 281825.632569 88086.513216 236057.024118 8
6014827.783182 4408898.716142 1661406.227982 752546.048345 310831.361458 162221.94395 179760.854267 211374.312632 8
3822042.009029 2675666.86018 2297129.185491 952138.769703 458208.464021 193895.375616 103682.528063 255189.619825 8
20377438.220969 1700227.312041 1395256.632493 1320400.604792 581992.470019 287442.369282 124625.9506 235787.476889 8
1954466.136351 9064866.773273 886688.540093 802274.468671 807451.166917 365330.039538 184872.433554 236844.067881 8
9649193.655275 869443.09002 4729171.098926 510509.134036 491436.258539 508098.108372 235542.918196 277600.340914 8
6255774.142444 4292409.94984 453187.073807 2714245.797579 311434.272067 307409.198161 325649.635337 335725.095583 8
18196881.536813 2782856.338894 2237056.842488 259972.732097 1654754.744445 194631.240332 196841.361891 432187.219648 8
14817405.355208 8094821.656178 1450598.279178 1284138.579177 158629.064498 1035420.464244 124781.159088 412156.774747 8
5231483.622333 6591403.410807 4213453.543399 828461.103984 778376.664058 98309.66878 657481.549503 348681.81227 8
6754538.710642 2327195.067947 3433263.088776 2412220.767428 503758.126672 484609.277493 62712.123363 654156.476533 8
3743958.966471 3004727.98356 1212755.333437 1968938.784796 1470071.898128 314653.14101 310138.07447 469731.486816 8
16960137.428856 1665461.272437 1562882.088198 690881.04056 1189555.509479 906747.208269 198853.426469 503362.424845 8
32011600.599387 7544535.460942 866187.318882 890023.848951 417209.73655 733230.580065 572658.141633 453356.575882 8
8741569.932351 14239920.617203 3920183.099319 491656.495078 535176.460567 255576.385786 460214.411537 656850.742788 8
18118780.827663 3888603.628862 7408586.605451 2235185.581763 297375.572555 330640.664693 161783.170667 722102.174469 8
17783751.821438 8060039.028049 2025618.656838 4242650.259058 1359639.264623 185241.946785 211029.741311 577158.285403 8
17271560.720058 7911034.550524 4200834.603565 1162218.71987 2587174.403322 850003.253269 118655.966834 516171.916003 8
9791521.44683 7683184.711577 4122913.291285 2409730.810875 708516.155202 1616736.126292 544236.1439 415834.763327 8
25781451.676379 4355719.313687 4004186.871834 2365073.934582 1469062.524692 442769.280964 1035190.370999 626970.512873 8
14646677.692545 11468792.313583 2270475.140379 2298534.142482 1443118.392025 919235.285536 283868.527293 1086372.230511 8
15861002.017642 6515449.894048 5968810.523928 1296065.103309 1392352.177825 893531.693596 583160.423304 889170.735841 8
7117853.558778 7055636.303337 3391195.852729 3408265.300385 785419.006617 862606.692077 567188.010681 954522.175573 8
5113617.79302 3166318.511507 3672338.266094 1936384.099021 2065374.994219 486577.463027 547541.147724 986691.495446 8
13526340.836937 2274732.937544 1646256.516319 2089023.44164 1167681.874397 1270453.961302 306665.812283 987883.60574 8
7704050.325193 6016978.990826 1181218.286885 932349.993715 1252500.195421 712300.878913 794056.177958 827434.320481 8
6035724.219994 3427012.1074 3122874.232061 667761.00745 557678.917599 761421.436936 443674.157759 1030740.382689 8
8363303.950896 2684931.834922 1782763.398793 1779860.807791 403678.70352 344280.162827 481621.902049 953231.812347 8
2065532.93447 3720303.048126 1395219.001951 1012204.561978 1070640.436999 247421.401548 216205.521032 920742.435385 8
11286811.110234 918822.473407 1932669.425444 791330.901223 608034.940752 654906.549356 155069.472648 728981.028514 8
6632076.790405 5020878.798271 478671.512127 1107153.173516 481572.032373 379002.716724 418260.13741 577673.682377 8
11770922.844118 2950227.665267 2613637.687922 273454.596647 671344.352666 298611.274477 240791.206614 646112.656878 8
20689631.66716 5236215.620643 1536246.08709 1494811.14686 166060.016196 417177.650134 190123.25915 577306.836431 8
8742295.039168 9203608.240304 2725201.577777 877020.49273 905597.242484 102836.300471 264701.10727 497918.269665 8
28040686.709747 3888960.413167 4794100.613749 1560441.64792 533397.397508 563987.132202 65619.649202 497199.717316 8
6828694.14199 12473784.735927 2026712.214534 2749770.37707 951157.812597 333259.045494 361038.573808 368806.121521 8
4920947.948318 3037707.585685 6498007.247987 1160799.80366 1672973.421088 592660.785516 212759.47738 475503.99331 8
20532881.71309 2189066.864795 1583412.254896 3729800.615703 708229.399774 1046686.411058 379915.570217 450925.276797 8
11651207.540202 9133969.82772 1140845.427135 908271.841743 2273699.452007 442554.178811 670135.20925 543015.237562 8
11088979.350693 5182965.489478 4756804.129211 652748.620885 551858.468822 1413985.649523 281988.726736 788485.378859 8
18954634.408722 4932853.158068 2698544.296678 2719351.371972 396166.090238 342644.088667 899526.350243 696264.898969 8
13102778.701857 8431824.646511 2567951.61911 1541908.056365 1649334.618719 245739.85698 217768.420614 1034431.338169 8
35924622.616488 5828677.344438 4390078.284959 1468030.244107 935809.285577 1024048.995401 156329.492585 815046.822283 8
10974785.004161 15980819.001633 3034933.999773 2510274.778169 891240.979991 581285.594867 651742.890247 632604.408168 8
9502909.71145 4882075.197563 8325299.90231 1738526.440409 1527569.052305 555488.168433 371212.491627 836926.487026 8
4914864.680234 4227299.279479 2541708.136652 4758212.967454 1054810.748499 948017.278753 353218.604833 785165.42196 8
13286356.196537 2186340.858576 2200758.552453 1452539.436679 2886574.609533 654502.336293 602707.038703 739679.707903 8
11058981.320125 5910339.250759 1138298.751715 1257989.651141 881455.067097 1791895.510324 416288.535952 871642.432906 8
4797520.429475 4919436.216702 3071075.432122 646131.852424 756470.274233 540001.095971 1124761.649058 826151.785836 8
