"TotalBio" "Sim"
1022915.1691752 28
1003036.47127495 28
844987.54550463 28
845228.020784016 28
1002306.09919553 28
1067488.28680419 28
1069642.71191596 28
1361754.79224533 28
1295641.3570762 28
1257269.2559041 28
1190217.82903104 28
1127640.757306 28
1052049.18132405 28
1566218.71668607 28
1634073.96111781 28
1714530.59729925 28
1620818.06506197 28
1505486.87997678 28
1444490.58451036 28
1280782.41401597 28
1249521.11891391 28
1201707.45697556 28
1184437.75956374 28
1061642.29872371 28
1112091.9370257 28
991879.082275851 28
1487761.73981915 28
1568709.44061524 28
1472444.79437779 28
1433586.13318123 28
1449074.21287579 28
1705108.33633028 28
1741464.89696908 28
2011843.74129451 28
1839292.82068685 28
1566751.21082995 28
1715868.21791302 28
1651103.06724967 28
1509470.07630322 28
1567440.98727076 28
1740705.95187715 28
1630067.58274998 28
1444601.20203943 28
1433471.57540965 28
1366107.49898723 28
1309331.27823287 28
1206349.26726933 28
1414443.96861513 28
1352758.3313467 28
1234293.22231259 28
1227858.51703968 28
1172296.92646377 28
1702848.68932943 28
1639733.15811988 28
1521155.17076368 28
1547162.42429244 28
1737697.85175311 28
1978177.63539673 28
2230932.92811544 28
2140156.06826198 28
1998631.94503152 28
1848835.91139097 28
1631496.80586504 28
1435907.33078653 28
1235302.12093298 28
1203815.54702256 28
1114503.66115257 28
1085078.37741988 28
1053163.57125216 28
1164508.77523688 28
1159719.70492499 28
1086879.51983818 28
979262.318520813 28
936981.740216361 28
846800.700037652 28
746476.294140522 28
651458.654016752 28
833320.599967988 28
804059.083827299 28
773054.619628764 28
893396.509443414 28
857350.805549629 28
909571.113668796 28
1158148.30228555 28
1152761.06341968 28
1277737.51377233 28
1220034.55513516 28
1100814.73854631 28
1363506.51636394 28
1654015.29740685 28
1674687.9436642 28
1686650.18166545 28
1494672.42491215 28
1598456.98514433 28
1402933.12104309 28
1283227.4315165 28
1141122.65972289 28
1009272.41917361 28
1005655.50916075 28
1043127.41512602 28
1022009.60788614 28
993655.455622715 28
1322765.00525271 28
1347814.02027413 28
1235067.28855198 28
1281645.95725459 28
1488698.42903688 28
1370220.23242181 28
1612973.14363592 28
1506130.2277386 28
1343273.8293637 28
1553308.11475641 28
1398655.65010925 28
1280402.85977073 28
1189960.72685059 28
1105679.29877826 28
1014591.56042504 28
1350888.10305575 28
1375066.80112718 28
1727648.58198459 28
1695928.63104139 28
1633420.32413462 28
1732858.22478504 28
1613357.37259536 28
1647411.11584015 28
1671651.0734358 28
1568129.80469917 28
1413085.68992792 28
1226582.26877915 28
1112653.12178329 28
1422406.93197707 28
1440667.86956627 28
1443493.46691435 28
1346950.67458561 28
1294549.14979442 28
692035.870723111 29
713976.135344389 29
987999.709937623 29
868221.10121753 29
881880.345443157 29
869740.59824285 29
939309.553902244 29
978347.590367182 29
983151.955153203 29
1029829.21086713 29
1009792.78428199 29
927176.496457552 29
805476.771608262 29
848036.18376513 29
874406.388895541 29
884351.712337363 29
869454.09646302 29
829894.064805654 29
832236.19541008 29
934764.045800998 29
1037985.65492398 29
1002867.97692698 29
1080032.39359799 29
1311932.54798346 29
1254129.24902342 29
1126000.36180505 29
1011473.48039259 29
876142.816139449 29
865425.534528431 29
813788.429361098 29
920233.91754948 29
1041665.91856402 29
1077766.20033961 29
1062315.1053453 29
1091495.95505694 29
1168013.06887381 29
1093674.37940833 29
1141479.86077572 29
1278295.31198673 29
1177406.23118012 29
1409424.51355235 29
1561616.90401159 29
1501803.43140718 29
1378953.05690668 29
1242058.135377 29
1173696.99469244 29
1176000.29936718 29
1130549.23974735 29
1021537.73352464 29
906388.857362942 29
1072134.89906481 29
988259.457019291 29
1017369.12024855 29
1022418.25619622 29
1152138.2218245 29
1101372.09533078 29
1021885.95843855 29
1026957.08164045 29
1183991.87222834 29
1128382.51602127 29
1222637.53966426 29
1294022.7758704 29
1224265.24731366 29
1271116.98516784 29
1136796.86389155 29
1117571.76651513 29
1355227.78414349 29
1218584.21043576 29
1194438.96046564 29
1168953.83245323 29
1151228.65881328 29
1231741.682117 29
1178641.60219025 29
1289663.84615888 29
1421852.26193541 29
1381215.63502874 29
1233728.19001823 29
1450321.3369271 29
1371614.5753421 29
1406464.05652026 29
1466268.93478027 29
1305712.74310224 29
1278871.17163203 29
1142932.86627913 29
1172632.9654605 29
1099808.91562386 29
1041561.1307687 29
1012669.38112571 29
1028742.70653075 29
942262.79600609 29
905345.81207531 29
859152.973860145 29
792296.344713889 29
740420.774088224 29
735857.911637234 29
782609.975030008 29
789598.295211705 29
960607.790575828 29
884497.179474236 29
856290.999908122 29
938367.736272124 29
987250.660792676 29
1102128.1108841 29
1007571.35050972 29
905001.642588673 29
778560.358849041 29
780029.939108332 29
693347.529792891 29
680019.164069537 29
797173.071399335 29
809993.36027507 29
1104203.21676754 29
1283081.35532208 29
1250358.59173896 29
1124750.17127061 29
1262077.05477795 29
1238774.1952008 29
1268890.85456884 29
1361873.67718951 29
1289315.57844255 29
1400806.41101092 29
1281629.00172603 29
1483978.13001902 29
1826012.04540661 29
1779745.4203891 29
1817997.23401322 29
1722902.52068279 29
1748287.2805167 29
1652627.93364491 29
1706532.31301632 29
1947832.50669771 29
1742452.58184544 29
1825836.06991732 29
1736285.09131944 29
1761022.85847162 29
1760779.69094965 29
1641717.64368367 29
1784422.78222925 29
1649540.77170116 29
1712820.36880017 29
1684925.46185831 29
1585180.27821404 29
1787137.35505751 29
1817314.23428472 29
1903574.51232872 29
1803805.41438062 29
1675529.35517853 29
1562473.68637762 29
1719847.20785113 29
1848633.43948933 29
692035.870723111 30
705207.318329994 30
861173.78615026 30
771330.736965283 30
813291.330407809 30
750294.017039839 30
686253.608578261 30
657564.799977009 30
700869.175006506 30
657417.38538138 30
607867.172693335 30
667931.286526151 30
712238.241436707 30
671441.553833434 30
622143.608300866 30
866207.147287411 30
815790.817018846 30
827377.576629274 30
769463.775054496 30
804843.67466375 30
831982.923735246 30
790659.236575029 30
692995.225306806 30
708363.627608531 30
675723.064607731 30
799272.701883854 30
853954.38988129 30
755770.620895968 30
828104.229396151 30
872317.07830807 30
807417.493504057 30
1083220.3920574 30
1186976.69261039 30
1344980.96794237 30
1355228.93254184 30
1318913.36080202 30
1159577.15444673 30
969293.028370229 30
965577.807919609 30
1020843.50812878 30
999700.615443306 30
1019333.82341192 30
974283.932860992 30
1016425.66437285 30
1025930.04724045 30
1017547.44502298 30
1140138.33874461 30
1182880.74373011 30
1065901.42438019 30
1264931.12677907 30
1309201.09390269 30
1459317.25300026 30
1463141.73402301 30
1378080.29544171 30
1301535.29329512 30
1220928.95855775 30
1096404.13613794 30
1126708.07016904 30
1495036.64344762 30
1439173.56866771 30
1263262.15597064 30
1070488.65512859 30
872761.625310591 30
835349.709628142 30
749876.283262614 30
881813.368880077 30
819705.377556556 30
1015349.26673253 30
1115643.81276156 30
1104556.643509 30
1223010.58063188 30
1169014.99594586 30
1197088.50131001 30
1406761.24992471 30
1873195.68130672 30
2457451.55995208 30
2723840.12559484 30
2479328.83891433 30
2738335.64528209 30
2492322.05481112 30
2432927.32053446 30
2141634.86766081 30
1993014.36669856 30
1914324.94414069 30
1801067.64997313 30
1639542.38284452 30
1658121.36675954 30
1614100.85834499 30
1472271.8739987 30
1711584.72614104 30
1545551.29627799 30
1438055.07539046 30
1399195.82912808 30
1513390.16746018 30
1646608.92311402 30
1837186.84689875 30
1720313.49177519 30
1678404.83197697 30
1899188.32486341 30
2016043.47264925 30
1795310.60731197 30
1660268.34876598 30
1812319.4423446 30
1572082.85629497 30
1392906.7614081 30
1385650.14444603 30
1181905.18053759 30
982389.048165345 30
1182543.94453965 30
1037271.67896355 30
944757.443623457 30
836921.510076573 30
887133.871696461 30
815735.294261076 30
763180.740830863 30
729105.336339889 30
756346.908811215 30
756331.978985605 30
691655.350654968 30
707971.999180798 30
725139.420377038 30
725090.393344657 30
777286.656064644 30
757693.16692142 30
729975.505238892 30
766219.651641138 30
724806.725504571 30
629049.278877625 30
564360.487874232 30
490771.406820653 30
589572.947915976 30
578387.023019636 30
631573.440044524 30
743719.742114684 30
723173.100600386 30
680633.893411827 30
1046561.75700966 30
1090960.01584974 30
1110084.64645837 30
1308514.38442178 30
1266895.08531108 30
1274397.21569151 30
1195786.802953 30
1216395.41918858 30
1082557.36944517 30
936207.431065067 30
970936.670926241 30
1322328.32368329 30
1298006.40688104 30
1501813.97676698 30
692035.870723111 31
642365.403371783 31
636276.402729139 31
658757.412852634 31
675844.698309166 31
863371.604926114 31
895969.547611413 31
907428.84995788 31
894474.661425416 31
827529.741863933 31
986669.576841518 31
1006561.08603355 31
1183145.84110641 31
1120585.70881798 31
1058587.67403381 31
1034541.13087932 31
1063985.36150033 31
1076765.78866604 31
1044512.30769401 31
1258844.42446974 31
1243413.55601612 31
1234136.69651516 31
1194384.95360106 31
1180115.44246828 31
1189529.17596259 31
1263104.19093113 31
1273447.97855135 31
1105164.59316798 31
1246759.85065321 31
1347647.34836661 31
1235889.77800929 31
1160938.49829588 31
1072417.81771257 31
1006793.064159 31
879852.595229896 31
982153.045965522 31
1008996.6829046 31
997379.433078204 31
1029236.52900838 31
1098483.47874571 31
1146008.05540462 31
1110372.43914025 31
1071764.77344997 31
1094614.01916288 31
1252605.09089757 31
1292049.69392189 31
1183780.88926974 31
1061661.90796515 31
956221.304445162 31
1095878.11991886 31
972950.557690653 31
890042.117615814 31
933188.570776142 31
885462.025770853 31
850034.303706134 31
864223.293966179 31
851264.99103971 31
1058691.18154213 31
1284917.27353243 31
1293588.73979589 31
1201389.55089424 31
1133348.10380968 31
1152328.48463685 31
1027200.79782082 31
1042115.50184706 31
1015600.57124568 31
1030324.28979569 31
1080299.4573344 31
986403.185004933 31
959925.260576738 31
1049854.11761182 31
1209881.05214149 31
1151590.43325096 31
1079020.91838203 31
1225905.48472975 31
1379274.94700598 31
1516807.52010083 31
1495996.46695276 31
1336397.73676249 31
1203392.35127405 31
1275700.15292944 31
1220715.1415617 31
1364367.47550478 31
1307178.28394892 31
1565372.48319002 31
1818718.15479191 31
1672387.56682964 31
1967425.25688404 31
1846904.47545245 31
1867001.37883856 31
1660703.75852002 31
1615799.65686002 31
1597255.52736966 31
1632244.59317593 31
1554057.23966554 31
1559983.49205648 31
1478198.85391444 31
1486693.08269606 31
1493045.83357181 31
1357516.19420898 31
1300953.89226529 31
1149985.09010406 31
1049988.37065847 31
1104679.33674182 31
1027028.63314791 31
926190.481075656 31
902248.437218018 31
877827.785417718 31
824756.164394204 31
893237.582965618 31
837029.703060557 31
791235.61260711 31
770066.796772306 31
874379.544485662 31
812786.073451141 31
748705.820914454 31
703593.239271026 31
707183.136642439 31
815134.830850517 31
948567.932622416 31
993897.092864785 31
944236.21079224 31
838297.843744896 31
814350.484206312 31
764562.510627446 31
803660.92267015 31
1077392.85558722 31
1100648.84217785 31
1021052.87680603 31
962041.747458781 31
944714.248434287 31
884779.533509016 31
792672.073762768 31
777201.761682943 31
1095904.059529 31
1109579.36741759 31
1149259.5118926 31
1357685.8802621 31
1249101.65759222 31
1251789.97716125 31
1328332.02697269 31
1407999.80528473 31
1378838.57306201 31
1495761.41456829 31
1410744.90814629 31
1288774.50308145 31
1182297.36833769 31
1355425.03707729 31
1363249.99253048 31
1301511.63484949 31
692035.870723111 32
716500.693057727 32
712385.515632202 32
737193.747641437 32
702265.951162896 32
701824.180011399 32
852400.294352944 32
1068859.25320161 32
1171494.5360051 32
1186743.17887776 32
1182192.29265682 32
1185980.74116184 32
1622199.25801419 32
1546234.94511338 32
1488984.50317704 32
1341894.61107975 32
1265591.80815894 32
1392786.82773697 32
1494260.63173332 32
1497089.77283764 32
1418715.03165062 32
1386116.32456737 32
1362509.18747165 32
1802710.38085169 32
1713187.18517179 32
1769195.13694968 32
1628336.85203622 32
1542217.41271407 32
1361621.79472797 32
1347830.58045064 32
1237151.46478541 32
1311352.71175352 32
1193879.73205169 32
1477964.32987604 32
1541384.13530931 32
1579053.25364125 32
1409932.07741608 32
1286106.68573727 32
1527063.96392616 32
1640132.22540677 32
2054271.9120697 32
2058575.92215343 32
2817081.81633882 32
2874793.55808994 32
2703596.822559 32
2565597.28656069 32
2671956.60349388 32
2311781.47620623 32
2330227.74916569 32
2008880.68702677 32
1887466.51108102 32
1726100.14630882 32
1612674.11728319 32
1705383.40099638 32
1954885.19368398 32
1854247.43155564 32
1725536.23387476 32
1498733.08511798 32
1355055.55723256 32
1146869.51715295 32
982444.124502003 32
1035708.19836509 32
950062.745628429 32
1044756.21145504 32
988410.633054568 32
1221342.98775199 32
1220668.2595882 32
1301269.91538796 32
1422992.14366821 32
1529949.29200245 32
1435644.4856437 32
1327824.72054772 32
1170173.32529871 32
1042202.67367264 32
950149.965364029 32
888945.614347761 32
855396.722560879 32
742007.689692642 32
673313.644613968 32
1006684.6875466 32
979132.146427303 32
954412.685520664 32
917452.21117796 32
868525.307505086 32
986293.185530572 32
986098.230011563 32
1025965.28389352 32
955138.917428724 32
827330.595630519 32
727407.410167173 32
625654.102592621 32
573072.062348344 32
1192323.60384126 32
1188637.51242445 32
1131634.10938037 32
1136160.92496045 32
1033024.70197878 32
1441483.22218789 32
1451356.30871852 32
1397163.09007864 32
1338564.42309839 32
1327796.45064393 32
1316565.47679325 32
1209144.09095733 32
1392089.42819092 32
1630027.55237032 32
1724959.18602246 32
1693574.37570785 32
1757374.91567466 32
1751644.61825747 32
1507258.86815173 32
1429888.84528433 32
1336296.87517965 32
1375145.76886623 32
1242503.31579817 32
1261796.48835092 32
1188993.54567677 32
1115219.06309707 32
960649.160691591 32
983834.10851403 32
1088921.41338155 32
1001944.06314328 32
1133136.42918206 32
1179749.30235191 32
1121913.16902749 32
1028094.45270565 32
1007388.23337272 32
855890.772602917 32
961212.220476387 32
1056008.33899786 32
1240097.92646756 32
1511998.962819 32
2686893.03042392 32
2719517.26947755 32
2581002.65003089 32
2388755.69548722 32
2330936.94875248 32
2217497.29546408 32
2479631.40195488 32
2303882.84750545 32
2072108.74328061 32
1710659.07591047 32
1480492.27896091 32
1224065.18393601 32
1334454.88138423 32
1296038.38130462 32
1182860.34178779 32
1190853.18252447 32
1320248.2127866 32
1306731.51284886 32
692035.870723111 33
627088.521032491 33
529030.055305543 33
484260.092585808 33
560235.524894266 33
724467.913927095 33
727200.750098882 33
836441.649911768 33
932110.486364068 33
1068758.55116836 33
1492303.53943461 33
1468416.42603625 33
1360690.13282583 33
1470647.64332759 33
1589530.4321604 33
1532110.39087274 33
1435796.95959772 33
1376949.70364747 33
1215098.73389849 33
1102637.39612233 33
1149027.4410378 33
1035795.36700445 33
1068072.12893803 33
1136302.18681412 33
1312760.42573116 33
1212694.31279355 33
1226347.64466727 33
1391760.09461961 33
1328033.90758849 33
1352216.84168654 33
1200687.34341344 33
1559284.34655212 33
1721604.80609114 33
1978966.01796387 33
1834489.44466911 33
1955539.69807497 33
1985673.24086149 33
2108026.61092571 33
2014207.60065447 33
1807561.5231255 33
1787748.84475991 33
1542728.49751593 33
1433817.68127729 33
1333557.09122154 33
1378665.37758101 33
1271432.62882321 33
1264938.23008865 33
1140111.84788287 33
1076043.13914757 33
1009552.35586722 33
955953.681430588 33
924885.251692462 33
910979.360222246 33
1039157.70649667 33
1020217.838459 33
985647.667670283 33
941565.053408955 33
793370.662061753 33
801541.997320072 33
740731.813611747 33
659918.331906795 33
605516.978673862 33
588439.299532517 33
606054.730689239 33
603994.008695231 33
636634.019979534 33
658502.173667834 33
957453.863013999 33
931949.799472794 33
1058766.82233018 33
1278227.32962312 33
1238647.94825179 33
1196522.51370501 33
1069002.75584551 33
1010779.04615864 33
901539.701299556 33
821495.271602122 33
749973.634625957 33
739853.644156983 33
634996.385910287 33
620285.402127813 33
646041.755373567 33
737128.703783972 33
673355.497160392 33
597353.967862552 33
548654.748499777 33
491789.378492167 33
529216.375873437 33
504458.263000924 33
509763.951784944 33
584376.808617747 33
562788.646822991 33
727657.666594864 33
832300.563727375 33
907613.660636172 33
904302.422719197 33
815553.669132124 33
721433.212929955 33
655290.053886128 33
649921.09151627 33
601272.765230669 33
549668.934095451 33
546669.809857766 33
697928.098781994 33
851133.504644258 33
854954.30948883 33
892688.859350398 33
793278.476549139 33
771482.472826659 33
1005287.24165631 33
923045.053212215 33
1303783.20702626 33
1385238.78483272 33
1448197.46343574 33
1354459.47350889 33
1203935.3410054 33
1192333.7738463 33
1067452.72620256 33
1328470.28935941 33
1456190.72288845 33
1308670.01129639 33
1339288.97270688 33
1214768.05411974 33
1315755.12562275 33
1320803.05745614 33
1431894.76802504 33
1936387.75339229 33
2254644.71750941 33
2205940.31097923 33
2098113.45359459 33
1826017.6304205 33
1600384.60296327 33
1484202.29495606 33
1509854.5885542 33
1446064.73528849 33
1509689.00438222 33
1419013.5286978 33
1273585.34824978 33
1219594.12995242 33
1011451.36065465 33
1003688.380952 33
958401.675909421 33
877044.222156309 33
873567.838363208 33
834349.039383016 33
1083749.16453518 33
1154738.39240084 33
1134468.40958548 33
1115543.72949265 33
1062563.75947716 33
692035.870723111 34
675510.366718731 34
813460.637946208 34
802133.201177837 34
1082351.65342046 34
1122296.90653957 34
1447435.87005087 34
1548589.0270078 34
1963917.49773647 34
2008046.28666121 34
1979571.12059346 34
1941880.05458168 34
1794685.97349372 34
1561421.61998383 34
1527852.54786573 34
1505672.13786919 34
1362646.27764309 34
1364625.53570215 34
1242991.63278524 34
1175542.53658202 34
1111759.33028965 34
1133534.25484688 34
1185934.9269363 34
1171571.33495928 34
997604.508812835 34
966697.096679805 34
953131.395186378 34
1270248.01239597 34
1264253.56545832 34
1269271.52795821 34
1254134.03073585 34
1151059.07495628 34
1055300.27898118 34
992702.005137368 34
921359.025615128 34
1126936.32939396 34
1087313.55180053 34
983557.057040938 34
1003903.23378185 34
1079067.9596409 34
992009.435255679 34
979251.05003106 34
924169.143036517 34
856540.207745506 34
868431.216378271 34
915119.999909692 34
893440.415735844 34
840146.904419537 34
991065.517590786 34
1042450.94940342 34
1016962.15862037 34
963505.471138141 34
880859.835832304 34
764845.299592654 34
721352.222451579 34
1012354.53691779 34
991107.59881847 34
1315627.63491918 34
1235602.70341803 34
1181784.53598962 34
1063572.69240167 34
965225.417522214 34
954602.710060647 34
875205.889955882 34
856699.756857162 34
809332.761870073 34
851639.225925827 34
853973.898908539 34
905116.903562273 34
938472.183359969 34
836627.741580592 34
903962.166153304 34
1087206.76688454 34
1353805.3376656 34
1324185.34663608 34
1197895.8394702 34
1109458.19049784 34
1136225.51427235 34
1282588.81347721 34
1268051.53943949 34
1364619.07131333 34
1559587.88316819 34
1708216.90826044 34
1593046.85059925 34
1490969.91950252 34
1386460.35802323 34
1147638.28659645 34
1185250.79931035 34
1072902.9319954 34
971614.186100411 34
870725.784931281 34
769479.345362549 34
754921.162276323 34
1163164.00610336 34
1424086.24895945 34
1336784.59387067 34
1289971.71736392 34
1164915.98441595 34
1305588.35870253 34
1276312.88672661 34
1188343.91540994 34
1039649.19037651 34
905227.539943977 34
844853.38255076 34
729183.230478051 34
681523.078436691 34
584794.359939479 34
597575.999614703 34
692605.181836639 34
670551.083783026 34
773541.962363642 34
1047962.1937898 34
1048247.66853081 34
965253.089561011 34
854883.489362977 34
1151298.16774568 34
1054053.86275161 34
954871.394428226 34
908779.961716779 34
1012018.56759787 34
881773.587363538 34
816478.915202464 34
961001.244098671 34
1084267.17129123 34
983058.857670131 34
985073.647447509 34
919032.950243746 34
967887.64099926 34
945278.851423132 34
1076161.7676959 34
1200076.74667232 34
1219948.68715838 34
1249868.08322339 34
1226353.21321308 34
1091357.52119091 34
1163832.52863589 34
1104818.04694714 34
1065341.01314415 34
962616.634685377 34
894873.960009634 34
788111.589856973 34
741910.821823818 34
739899.341728513 34
656472.222658471 34
768676.982583489 34
798606.890046602 34
834236.402820021 34
958978.703964796 34
972573.602079459 34
994139.280758105 34
692035.870723111 35
701180.964206433 35
602833.882846335 35
659019.258255995 35
752952.472605626 35
768631.653781481 35
800118.022109817 35
829737.966152422 35
731977.924795495 35
822209.646505073 35
802137.713899849 35
839173.986104624 35
1088730.79262028 35
1184736.6992473 35
1176925.78643334 35
1250927.6530637 35
1376253.72785869 35
1326349.50811679 35
1216180.64235959 35
1259106.30728052 35
1719921.13828846 35
1675910.67793344 35
1950868.10449478 35
1921480.03336443 35
1793647.42516919 35
1879426.65489024 35
1738610.0105033 35
2014148.09326624 35
1847800.06934999 35
1815062.5392865 35
1940740.80518908 35
1702575.02080813 35
1539973.45628649 35
1338319.25649005 35
1641043.34776805 35
1593563.40874147 35
1421607.61194856 35
1363120.61760513 35
1208752.54114319 35
1354744.3571207 35
1241363.85966681 35
1233892.75006724 35
1249622.68578277 35
1211722.36064463 35
1179969.70754379 35
1193958.6702013 35
1310128.30515139 35
1227402.38485947 35
1209165.56283125 35
1156545.6923816 35
1137379.88551894 35
1137529.06162706 35
996900.059393698 35
928781.889243345 35
824247.104090289 35
804952.80966966 35
865506.735243059 35
926552.194605324 35
1077508.54485094 35
1310129.22790631 35
1292394.35169838 35
1179565.29177297 35
1244373.99223919 35
1591452.30700143 35
1642677.36894958 35
1612461.57560629 35
1627477.0938837 35
1591807.62013627 35
1389385.14031666 35
1449251.07091628 35
1509931.72630055 35
1450626.21941518 35
1539036.41765809 35
1366529.43588483 35
1407807.36428068 35
1449237.98665717 35
1271850.49470889 35
1270525.17034701 35
1206679.26401212 35
1372389.14263193 35
1469266.72147271 35
1362887.53957681 35
1203896.29151741 35
1200627.95678091 35
1314828.73705142 35
1258583.6261542 35
1246974.1848717 35
1182012.95159361 35
1192685.96042748 35
1137461.78612 35
1039770.2822212 35
1176671.89999094 35
1026310.07354249 35
946541.660481194 35
1118640.87021974 35
1088291.86240905 35
1279507.02190534 35
1379264.04141675 35
1811379.51043062 35
2131081.68504373 35
1965059.54623515 35
1941061.0839736 35
1688125.81269659 35
1560093.12318214 35
1381249.85211929 35
1505312.0172503 35
1482299.29601768 35
1354955.29801396 35
1292505.27925795 35
1147839.13633821 35
1094104.46550233 35
1074788.25063524 35
1011428.93994066 35
1129094.57262458 35
1144543.3206315 35
1243795.51970667 35
1200934.82732528 35
1122283.35612913 35
1452015.54439968 35
1424268.91538783 35
1352864.30993717 35
1215808.87604222 35
1265394.34626596 35
1141403.0866865 35
1044706.18554085 35
965192.944604633 35
965937.900348444 35
909976.905527604 35
800187.685149495 35
768555.596576921 35
757874.990559129 35
836642.554077793 35
991193.915262738 35
1043728.28239089 35
1084638.03244203 35
1099101.08166985 35
1232894.43663903 35
1219878.06894208 35
1207978.66143013 35
1449565.42513561 35
1718389.79571202 35
1651753.35607605 35
1565878.56601229 35
1458850.58440001 35
1337204.15815509 35
1322642.62478819 35
1369451.74659905 35
1369520.31707101 35
1303978.46815909 35
1505008.19351848 35
692035.870723111 36
612547.162016392 36
562150.101979337 36
562863.285814338 36
533330.72365508 36
822660.004921333 36
799935.82064018 36
973284.234899619 36
1034137.24788309 36
972566.463623122 36
981001.944757235 36
1183782.89802165 36
1172152.60200817 36
1173201.23568404 36
1555032.06152569 36
1453866.89805925 36
1397860.75933322 36
1629280.48859415 36
1694301.16575816 36
1533011.59030488 36
1454554.2198092 36
1292475.41159768 36
1138536.67377991 36
1528437.77048644 36
1466101.84005791 36
1309969.89987172 36
1150349.20423479 36
1094588.3185796 36
927593.529219845 36
856036.856298465 36
980732.043681613 36
912257.228052104 36
865785.841910495 36
848477.542929728 36
900912.747755908 36
940045.502681173 36
1464685.36298555 36
1503106.11824788 36
1432290.81334863 36
1261391.78503883 36
1334459.30062283 36
1188187.16182581 36
1063232.41464991 36
1047952.3431056 36
994907.516035154 36
954438.834593872 36
816710.811263427 36
721500.515818408 36
833919.682620627 36
1153975.15732019 36
1092770.68454085 36
1062492.42075008 36
1244797.70239823 36
1217197.29183063 36
1812529.41378131 36
1787727.62580337 36
2015249.05647772 36
1948926.10345011 36
1886885.4458093 36
1693862.2197318 36
1540285.47631864 36
1318457.99051928 36
1245675.01410578 36
1475126.86449789 36
1563682.51187346 36
1522123.79777566 36
1453170.42088621 36
1344992.47770702 36
1249846.0525642 36
1253397.25968364 36
1132887.67909809 36
1310784.68555935 36
1157610.37147342 36
1162473.18933884 36
1244819.66753046 36
1425627.90590422 36
1615633.43649501 36
1615612.87022694 36
1471972.82334176 36
1373683.091782 36
1305599.3957673 36
1254420.65776771 36
1315296.95834444 36
1215171.78493672 36
1173165.26631162 36
1055295.05315319 36
1069239.77667245 36
913984.223605651 36
1054884.05960032 36
955365.904904019 36
906070.26175437 36
1066943.65453265 36
1029008.50406943 36
1019485.35375271 36
951118.878804651 36
948013.553424805 36
914247.020864938 36
1016458.11235957 36
990388.614085684 36
1160366.3675525 36
1405006.51913442 36
1328737.92398162 36
1477016.71472465 36
1721974.59288489 36
1694816.71049552 36
1588704.83102034 36
1412542.03210953 36
1300972.44802022 36
1352637.05667941 36
1372244.67807999 36
1621625.99646694 36
1649655.18170037 36
1869406.61108696 36
1781786.38522928 36
1613410.38283096 36
1493885.6797935 36
1329100.8785512 36
1265561.13556548 36
1196388.61172176 36
1152879.55025944 36
1012989.41336941 36
1189844.11466023 36
1338033.6117428 36
1978338.64327829 36
1940353.6464011 36
2015000.45231692 36
1899243.2680549 36
1633046.00409679 36
1378005.74214866 36
1317230.78273053 36
1417218.24143346 36
1247150.85461139 36
1726071.02536537 36
1735229.58927309 36
1739586.65930728 36
1597305.56592522 36
1899554.57945965 36
1812913.65639479 36
1603118.98550554 36
1402476.78297055 36
1380379.68442922 36
1397598.99418656 36
1256071.14723612 36
1225607.89118187 36
1141640.21071256 36
1294092.79380708 36
1568167.78566536 36
1524784.18360094 36
1442458.84214487 36
1452971.88586791 36
692035.870723111 37
630398.348863461 37
532863.877348438 37
498732.767341582 37
515370.7452144 37
473456.47757359 37
469383.280479866 37
501691.406831302 37
535573.349659938 37
555626.478878781 37
572724.53759273 37
569751.469252958 37
554771.706992132 37
529743.619507774 37
591067.000182636 37
606554.061222715 37
612363.131184972 37
674757.515692228 37
764133.383646833 37
764140.040577158 37
872662.784187361 37
1115264.19743861 37
1206807.13645592 37
1173975.63838508 37
1151069.97744221 37
1013050.50344677 37
1008181.14315544 37
992867.072264176 37
985660.75557865 37
871049.855682216 37
934300.79711426 37
987515.830554711 37
898274.781777812 37
828399.053696404 37
1029091.24642257 37
1058131.04063806 37
1028546.15175583 37
964365.445630904 37
934718.481680501 37
973044.483064247 37
1199140.88476692 37
1299598.97081829 37
1315483.89769423 37
1292956.36104745 37
1130776.96911537 37
1014629.12469417 37
1229550.51651741 37
1322162.51514845 37
1183784.27745794 37
1108354.84101722 37
1191542.97655589 37
1043964.3998656 37
977879.411703325 37
1100818.5169771 37
974899.837161769 37
928701.585502589 37
886057.619311725 37
810351.583436551 37
860207.533899624 37
843831.858680805 37
839672.664361032 37
953949.79585456 37
1012876.99984794 37
924018.856025186 37
1025971.27204288 37
1413925.52430932 37
1345331.41040151 37
1312300.02030817 37
1636809.74983211 37
1736362.62434117 37
1619497.85391109 37
1421595.88410246 37
1279436.85247542 37
1174087.68716438 37
1251989.16151344 37
1362522.91237698 37
1188509.76857298 37
1081366.46113828 37
1157803.26503813 37
1438673.88655805 37
1495127.8906852 37
1498458.88224732 37
1605029.27362981 37
1517076.26133966 37
1602444.35042103 37
1460267.62417722 37
1565265.0672714 37
1527431.20021136 37
1582399.33924657 37
1508582.53661609 37
1715672.17383161 37
1652452.04224124 37
1656018.91373209 37
1599228.25267111 37
1723949.02258047 37
1657383.02301631 37
1619830.80544128 37
1705293.86245648 37
1506353.05077584 37
1322537.98506694 37
1120425.54736114 37
938552.762270554 37
865094.518908992 37
937309.647725852 37
862866.102110804 37
825279.979391001 37
733811.846016754 37
697079.207076845 37
674112.775799657 37
817394.929322686 37
